,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State
876,499900,USD,John L. Scott - Kent North,New,4,3.0,2306,sqft,"1415 63rd Ct SE, Auburn, WA 98092",Auburn, WA 98092
877,515000,USD,Washington Realty Group,New,4,2.5,2430,sqft,"6225 155th Avenue Ct E, Sumner, WA 98390",Sumner, WA 98390
878,419950,USD,Windermere RE West Campus Inc,New,3,2.0,1636,sqft,"4614 129th Ave E, Edgewood, WA 98372",Edgewood, WA 98372
879,524900,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,3,2.5,2212,sqft,"4102 N Bennett St, Tacoma, WA 98407",Tacoma, WA 98407
880,569950,USD,John L. Scott - Kent North,New,4,2.0,1622,sqft,"3107 N Whitman St, Tacoma, WA 98407",Tacoma, WA 98407
881,1250000,USD,Realogics Sotheby's Int'l Realty,New,7,3.0,4004,sqft,"30715 Mt Tahoma Canyon Rd E, Ashford, WA 98304",Ashford, WA 98304
882,589950,USD,"Skyline Properties, Inc.",New,5,3.0,3100,sqft,"2712 82nd Avenue Ct E, Edgewood, WA 98371",Edgewood, WA 98371
883,359999,USD,Fresh Look Real Estate,New,3,2.0,1248,sqft,"1223 E Harrison St, Tacoma, WA 98404",Tacoma, WA 98404
884,350000,USD,KELLER WILLIAMS West Sound,New,3,2.0,1258,sqft,"17911 26th St SW, Lakebay, WA 98349",Lakebay, WA 98349
885,310000,USD,Washington Realty Group,New,3,2.0,1699,sqft,"184 N 4th St, Buckley, WA 98321",Buckley, WA 98321
886,210000,USD,Keller Williams Tacoma,New,2,1.0,840,sqft,"6237 S Cheyenne St, Tacoma, WA 98409",Tacoma, WA 98409
887,257900,USD,Renaissance Real Estate LLC,New,2,1.0,791,sqft,"17513 Spanaway Ln E, Spanaway, WA 98387",Spanaway, WA 98387
888,349000,USD,Keller Williams Realty Puget Sound,New,3,2.0,1958,sqft,"914 149th Street Ct E, Tacoma, WA 98445",Tacoma, WA 98445
889,299900,USD,Golden West Properties,New,2,1.0,921,sqft,"10808 Valley Ave E, Puyallup, WA 98372",Puyallup, WA 98372
890,265000,USD,Compass Washington LLC,New,2,1.0,756,sqft,"4329 S Puget Sound Ave, Tacoma, WA 98409",Tacoma, WA 98409
891,399000,USD,Windermere RE West Campus Inc,New,3,3.0,2458,sqft,"7718 162nd St E, Puyallup, WA 98375",Puyallup, WA 98375
892,415000,USD,Keller Williams Rlty Lk Tapps,New,4,2.5,2822,sqft,"18125 93rd Ave E, Puyallup, WA 98375",Puyallup, WA 98375
893,335000,USD,Keller Williams Realty,New,2,2.5,1716,sqft,"7416 144th Ave E, Sumner, WA 98390",Sumner, WA 98390
894,419950,USD,Keller Williams Realty,New,3,2.0,2180,sqft,"14205 51st Ave NW, Gig Harbor, WA 98332",Gig Harbor, WA 98332
895,350000,USD,Keller Williams Realty,New,3,2.5,2029,sqft,"7301 178th Street Ct E, Puyallup, WA 98375",Puyallup, WA 98375
896,219000,USD,BETTER PROPERTIES REAL ESTATE,New,2,1.5,1094,sqft,"12116 113 Avenue Ct E, Puyallup, WA 98374",Puyallup, WA 98374
897,355000,USD,Windermere Real Estate Gig Harbor,New,3,1.0,1289,sqft,"822 N Fife St, Tacoma, WA 98406",Tacoma, WA 98406
898,384000,USD,Renaissance Real Estate LLC,New,3,2.0,1600,sqft,"708 20th Ave, Milton, WA 98354",Milton, WA 98354
899,299900,USD,Windermere Professional Partners,New,4,1.5,1146,sqft,"2034 E 36th St, Tacoma, WA 98404",Tacoma, WA 98404
900,405000,USD,Coldwell Banker Bain of Tacoma Main,New,4,2.0,2281,sqft,"1805 Tartan Ct, Puyallup, WA 98372",Puyallup, WA 98372
901,705000,USD,RE/MAX COUNTRY,New,4,3.0,3410,sqft,"9305 339th St S, Roy, WA 98580",Roy, WA 98580
902,295000,USD,Keller Williams Realty,New,2,2.5,1523,sqft,"17406 118th Avenue Ct E Unit D, Puyallup, WA 98374",Puyallup, WA 98374
903,519500,USD,Keller Williams Realty,New,3,2.5,2675,sqft,"8707 258th St E, Graham, WA 98338",Graham, WA 98338
904,264950,USD,Windermere Professional Partners,New,2,2.0,1285,sqft,"8113 Custer Rd SW Unit E1, Lakewood, WA 98499",Lakewood, WA 98499
905,399000,USD,Blue Summit Realty LLC,New,3,2.5,1720,sqft,"1203 132nd Street Ct E, Tacoma, WA 98445",Tacoma, WA 98445
906,310000,USD,Keller Williams Rlty Bellevue,New,3,2.5,1148,sqft,"707 S 16th St, Tacoma, WA 98405",Tacoma, WA 98405
907,420000,USD,"Hawkins Poe, Inc",New,4,2.5,1768,sqft,"1541 Edwards Ave, Fircrest, WA 98466",Fircrest, WA 98466
908,349450,USD,HomeSmart Real Estate Assoc,New,3,2.0,1497,sqft,"3010 Sylvia Blvd S, Lakewood, WA 98499",Lakewood, WA 98499
909,824950,USD,Keller Williams Realty Puget Sound,New,5,4.0,4994,sqft,"15821 136th Avenue Ct E, Puyallup, WA 98374",Puyallup, WA 98374
910,449900,USD,Better Properties North Proctor,New,5,3.0,2250,sqft,"2251 E 35th St, Tacoma, WA 98404",Tacoma, WA 98404
911,334900,USD,Windermere Professional Partners,New,3,2.5,1761,sqft,"1211 180th Street Ct E, Spanaway, WA 98387",Spanaway, WA 98387
912,385000,USD,Century 21 Northwest Realty,New,4,2.5,1976,sqft,"20230 18th Avenue Ct E, Spanaway, WA 98387",Spanaway, WA 98387
913,459500,USD,Windermere Professional Partners,New,3,2.5,1928,sqft,"3134 29th Ave SE, Puyallup, WA 98374",Puyallup, WA 98374
914,169500,USD,Keller Williams Realty Puget Sound,New,1,1.0,600,sqft,"1116 S 27th St Unit D201, Tacoma, WA 98409",Tacoma, WA 98409
915,429950,USD,"DOVE REALTY, INC.",New,4,2.0,2128,sqft,"4116 S Tyler St, Tacoma, WA 98409",Tacoma, WA 98409
916,419999,USD,eXp Realty Washington,New,4,2.5,2801,sqft,"19316 205th St E, Orting, WA 98360",Orting, WA 98360
917,329000,USD,Caliber Real Estate,New,3,2.0,1162,sqft,"19926 83rd Ave E, Spanaway, WA 98387",Spanaway, WA 98387
918,325000,USD,Realogics Sotheby's International Realty,New,3,2.5,1497,sqft,"4732 E R St, Tacoma, WA 98404",Tacoma, WA 98404
919,1049000,USD,KELLER WILLIAMS West Sound,New,2,2.5,2329,sqft,"16605 10th Ave NW, Lakebay, WA 98349",Lakebay, WA 98349
920,399500,USD,FirstPoint Real Estate LLC,New,3,2.5,2103,sqft,"23411 77th Ave E, Graham, WA 98338",Graham, WA 98338
921,540000,USD,Windermere Real Estate Gig Harbor,New,3,2.5,1845,sqft,"14620 118th St NW, Gig Harbor, WA 98329",Gig Harbor, WA 98329
922,485000,USD,John L. Scott - Kent North,New,4,2.5,2344,sqft,"17003 107th Street Ct E, Bonney Lake, WA 98391",Bonney Lake, WA 98391
923,379000,USD,BETTER PROPERTIES REAL ESTATE,New,3,2.0,1769,sqft,"7215 Onyx Dr SW, Lakewood, WA 98498",Lakewood, WA 98498
924,450000,USD,Keller Williams Realty,New,3,1.0,1054,sqft,"16305 Lakeside Dr S, Spanaway, WA 98387",Spanaway, WA 98387
925,540000,USD,"Windermere RE South Sound, Inc",New,3,3.0,2655,sqft,"7522 222nd Avenue Ct E, Buckley, WA 98321",Buckley, WA 98321
926,724900,USD,"Record, LLC",New,3,3.0,2212,sqft,"608 59th Avenue Ct NE, Tacoma, WA 98422",Tacoma, WA 98422
927,424800,USD,John L. Scott - Kent North,New,2,2.0,1740,sqft,"1301 67th St SE Unit 23C, Auburn, WA 98092",Auburn, WA 98092
928,449000,USD,"RE/MAX Northwest Realtors - Olympia, WA",New,2,2.0,1512,sqft,"13612 50th Ave E, Tacoma, WA 98446",Tacoma, WA 98446
929,515000,USD,Keller Williams Realty Puget Sound,New,4,3.0,2762,sqft,"18712 McGhee Dr E, Bonney Lake, WA 98391",Bonney Lake, WA 98391
930,699950,USD,Windermere Chambers Bay,New,4,2.5,3400,sqft,"5817 72nd Ave W, University Place, WA 98467",University Place, WA 98467
931,425000,USD,Mountain View Properties,New,4,3.0,2094,sqft,"18407 106th St E, Bonney Lake, WA 98391",Bonney Lake, WA 98391
932,2995000,USD,JOHN L. SCOTT REAL ESTATE - UNIVERSITY PLACE,New,3,5.0,5811,sqft,"3604 214th Ave E, Lake Tapps, WA 98391",Lake Tapps, WA 98391
933,750000,USD,Park 52 Inc,New,8,4.0,4320,sqft,"4315 S Cedar St Unit 1-4, Tacoma, WA 98409",Tacoma, WA 98409
934,349950,USD,Keller Williams Realty Puget Sound,New,4,2.0,1368,sqft,"430 E 64th St, Tacoma, WA 98404",Tacoma, WA 98404
935,441490,USD,Richmond Realty of Washington,New,3,2.0,1957,sqft,"620 S Knowles St, Buckley, WA 98321",Buckley, WA 98321
936,198500,USD,Renaissance Real Estate LLC,New,2,1.0,984,sqft,"50218 146th Ave E, Eatonville, WA 98328",Eatonville, WA 98328
937,270000,USD,Century 21 Northwest Realty,New,4,3.0,3081,sqft,"808 128th St E, Tacoma, WA 98445",Tacoma, WA 98445
938,279800,USD,Compass Washington,New,2,1.0,746,sqft,"1032 S Rochester St, Tacoma, WA 98465",Tacoma, WA 98465
939,249900,USD,Properties NW of Gig Harbor,New,2,1.0,692,sqft,"27323 112th St E, Buckley, WA 98321",Buckley, WA 98321
940,279900,USD,Collison Realty LLC,New,4,1.5,1892,sqft,"307 121st St E, Tacoma, WA 98445",Tacoma, WA 98445
941,299950,USD,Coldwell Banker Danforth,New,2,1.0,840,sqft,"501 14th St SE, Puyallup, WA 98372",Puyallup, WA 98372
942,280000,USD,TheMLSonline.com,New,3,2.0,1512,sqft,"5929 162nd Street Ct E, Puyallup, WA 98375",Puyallup, WA 98375
943,254900,USD,Best Choice Realty LLC,New,2,1.0,683,sqft,"6206 S M St, Tacoma, WA 98408",Tacoma, WA 98408
944,319900,USD,GATEWAY REAL ESTATE,New,3,2.5,1238,sqft,"6704 135th Street Ct E, Puyallup, WA 98373",Puyallup, WA 98373
945,349000,USD,"VAN DORM REALTY, INC",New,2,2.0,1801,sqft,"6924 Pleasant St SW, Lakewood, WA 98499",Lakewood, WA 98499
946,430000,USD,Sterling Property Group,New,3,2.0,1573,sqft,"8012 Key Peninsula Hwy NW, Lakebay, WA 98349",Lakebay, WA 98349
947,285000,USD,"Pellego, Inc.",New,2,1.0,1000,sqft,"7415 S Warner St, Tacoma, WA 98409",Tacoma, WA 98409
948,415000,USD,Keller Williams Realty Puget Sound,New,3,2.0,1644,sqft,"40210 110th Ave E, Eatonville, WA 98328",Eatonville, WA 98328
949,425000,USD,Keller Williams Realty,New,3,3.0,2134,sqft,"10310 55th Ave E, Puyallup, WA 98373",Puyallup, WA 98373
950,575000,USD,KELLER WILLIAMS West Sound,New,3,3.0,2949,sqft,"9711 159th St NW, Gig Harbor, WA 98329",Gig Harbor, WA 98329
951,449950,USD,Sterling Johnston Real Estate,New,4,2.5,3062,sqft,"20217 18th Avenue Ct E, Spanaway, WA 98387",Spanaway, WA 98387
952,325000,USD,Keller Williams Tacoma,New,3,2.0,1104,sqft,"512 E 46th St, Tacoma, WA 98404",Tacoma, WA 98404
953,399950,USD,Keller Williams Realty Puget Sound,New,3,2.0,1466,sqft,"263 S Cottage St, Buckley, WA 98321",Buckley, WA 98321
954,497000,USD,Coldwell Banker Bain of Tacoma Main,New,1,1.0,792,sqft,"6531 Whitman St NE, Tacoma, WA 98422",Tacoma, WA 98422
955,549900,USD,KELLER WILLIAMS West Sound,New,3,2.5,2234,sqft,"4605 83rd Ave NW, Gig Harbor, WA 98335",Gig Harbor, WA 98335
956,478000,USD,RE/MAX Choice Executives,New,5,2.5,2896,sqft,"19805 103rd St E, Bonney Lake, WA 98391",Bonney Lake, WA 98391
957,549950,USD,"CENTURY 21 North Homes Realty, Inc.",New,5,2.5,3147,sqft,"10920 141st Street Ct E, Puyallup, WA 98374",Puyallup, WA 98374
958,410000,USD,Better Properties South Hill,New,3,2.5,1990,sqft,"12715 120th Ave E, Puyallup, WA 98374",Puyallup, WA 98374
959,299950,USD,Coldwell Banker Bain of Kent Station,New,3,1.5,1280,sqft,"10409 Sheridan Ave S, Tacoma, WA 98444",Tacoma, WA 98444
960,589900,USD,Windermere Professional Partners,New,2,0.5,1976,sqft,"6319 Soundview Dr, Gig Harbor, WA 98335",Gig Harbor, WA 98335
961,489900,USD,Collison Realty LLC,New,3,2.5,2032,sqft,"2110 75th St E, Tacoma, WA 98404",Tacoma, WA 98404
962,549950,USD,Dimension Properties,New,4,3.0,3072,sqft,"11915 136th Ave E, Puyallup, WA 98374",Puyallup, WA 98374
963,409950,USD,Realty One Group Prestige,New,4,2.5,1800,sqft,"21314 122nd Street Ct E, Bonney Lake, WA 98391",Bonney Lake, WA 98391
964,339950,USD,Nexus Realty International,New,3,3.0,1518,sqft,"7603 153rd St E, Puyallup, WA 98375",Puyallup, WA 98375
965,569000,USD,Windermere Real Estate/PSK Inc,New,4,2.5,2828,sqft,"13314 120th St E, Puyallup, WA 98374",Puyallup, WA 98374
966,375000,USD,Keller Williams Realty,New,3,2.0,1300,sqft,"14625 116th Avenue Ct E, Puyallup, WA 98374",Puyallup, WA 98374
967,630000,USD,Park Place Properties,New,4,2.5,2498,sqft,"10717 59th Ave E, Puyallup, WA 98373",Puyallup, WA 98373
968,650000,USD,Windermere Real Estate/East,New,4,3.5,2818,sqft,"3116 62nd Street Ct E, Tacoma, WA 98443",Tacoma, WA 98443
969,459000,USD,FirstPoint Real Estate LLC,New,3,2.0,1878,sqft,"243 Wood Ave, Sumner, WA 98390",Sumner, WA 98390
970,399950,USD,Windermere Professional Partners,New,3,1.5,1550,sqft,"12102 Interlaaken Dr SW, Lakewood, WA 98498",Lakewood, WA 98498
971,357950,USD,Washington Realty Group,New,3,2.0,1426,sqft,"8804 Lorraine Ave S, Lakewood, WA 98499",Lakewood, WA 98499
972,739950,USD,Windermere Professional Partners,New,4,3.5,3876,sqft,"12920 56th St E, Edgewood, WA 98372",Edgewood, WA 98372
973,475000,USD,Cobblestone Realty,New,3,1.5,1880,sqft,"4810 300th St E, Graham, WA 98338",Graham, WA 98338
974,949950,USD,"CENTURY 21 North Homes Realty, Inc.",New,3,3.0,4884,sqft,"5517 W Old Stump Dr NW, Gig Harbor, WA 98332",Gig Harbor, WA 98332
975,740000,USD,KELLER WILLIAMS West Sound,New,4,2.5,3149,sqft,"818 24th Ave NW, Gig Harbor, WA 98335",Gig Harbor, WA 98335
976,834900,USD,"Skyline Properties, Inc.",New,4,3.0,3156,sqft,"2710 Vista View Dr, Tacoma, WA 98407",Tacoma, WA 98407
977,1200000,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,2,2.5,3652,sqft,"207 Broadway Unit 200, Tacoma, WA 98402",Tacoma, WA 98402
978,374950,USD,Dimension Properties,New,3,2.0,1282,sqft,"139 179th St E, Spanaway, WA 98387",Spanaway, WA 98387
979,549500,USD,"RE/MAX Northwest Realtors - Tacoma, WA",New,5,2.0,2464,sqft,"4919 N 9th St, Tacoma, WA 98406",Tacoma, WA 98406
980,849000,USD,BETTER PROPERTIES REAL ESTATE,New,6,4.0,4459,sqft,"18419 133rd St E, Bonney Lake, WA 98391",Bonney Lake, WA 98391
981,345000,USD,Windermere R. E. Enumclaw,New,2,2.0,1025,sqft,"523 E Van Dam Pl, Buckley, WA 98321",Buckley, WA 98321
982,345000,USD,Windermere R. E. Enumclaw,New,2,2.0,1025,sqft,"525 E Van Dam Pl, Buckley, WA 98321",Buckley, WA 98321
983,1250000,USD,Windermere Professional Partners,New,4,3.0,3782,sqft,"6516 N 40th St, Tacoma, WA 98407",Tacoma, WA 98407
984,2750000,USD,Windermere Real Estate Gig Harbor,New,3,3.0,4057,sqft,"6424 Cromwell Beach Dr NW, Gig Harbor, WA 98335",Gig Harbor, WA 98335
985,832450,USD,Windermere Professional Partners,New,4,3.5,3183,sqft,"4820 24th Avenue Ct NW, Gig Harbor, WA 98335",Gig Harbor, WA 98335
986,689995,USD,DR Horton,New,5,3.0,3221,sqft,"4504 Olympus Way, Gig Harbor, WA 98332",Gig Harbor, WA 98332
987,664995,USD,DR Horton,New,5,3.0,2893,sqft,"4512 Olympus Loop, Gig Harbor, WA 98332",Gig Harbor, WA 98332
988,550000,USD,Windermere Professional Partners,New,4,2.5,2297,sqft,"814 9th St SW, Puyallup, WA 98371",Puyallup, WA 98371
989,690000,USD,Redfin,New - 5 hours ago,4,3.0,3543,sqft,"34500 NE 91st Ave, La Center, WA 98629",La Center, WA 98629
990,345000,USD,Nw Rose Real Estate,New - 3 hours ago,3,2.0,1533,sqft,"108 S Pine Dr, Yacolt, WA 98675",Yacolt, WA 98675
991,2200000,USD,"Premiere Property Group, LLC",New - 1 hour ago,4,3.5,6869,sqft,"3508 NW 161st Way, Ridgefield, WA 98642",Ridgefield, WA 98642
992,375000,USD,Berkshire Hathaway HomeServices NW Real Estate,New - 1 hour ago,3,2.5,1740,sqft,"108 NE 112th St, Vancouver, WA 98685",Vancouver, WA 98685
993,225000,USD,Keller Williams Premier Partners,New - 19 hours ago,2,1.0,1996,sqft,"900 W 16th St, Vancouver, WA 98660",Vancouver, WA 98660
994,550000,USD,Keller Williams Premier Partners,New - 9 hours ago,4,2.5,2486,sqft,"2718 NE 42nd Cir, Vancouver, WA 98663",Vancouver, WA 98663
995,335000,USD,Redfin,New - 4 hours ago,3,1.5,1436,sqft,"6007 NE 100th Ave, Vancouver, WA 98662",Vancouver, WA 98662
996,240000,USD,Front Door Realty,New - 19 hours ago,3,1.0,1056,sqft,"10104 NE 51st Ave, Vancouver, WA 98686",Vancouver, WA 98686
997,375000,USD,Redfin,New - 5 hours ago,3,2.0,1772,sqft,"8012 NE 101st Cir, Vancouver, WA 98662",Vancouver, WA 98662
998,293000,USD,"Cascade Home Sales, Inc.",New - 9 hours ago,2,1.5,1344,sqft,"1306 NW Couch St, Camas, WA 98607",Camas, WA 98607
999,525000,USD,Amazing Properties Llc,New - 13 hours ago,4,2.0,2456,sqft,"12702 NE Proctor Rd, Woodland, WA 98674",Woodland, WA 98674
1000,369900,USD,Keller Williams Premier Partners,New - 1 hour ago,3,3.0,2373,sqft,"12612 NE 20th St, Vancouver, WA 98684",Vancouver, WA 98684
1001,359000,USD,Redfin,New - 4 hours ago,3,2.0,1415,sqft,"9708 NE 84th Way, Vancouver, WA 98662",Vancouver, WA 98662
1002,369000,USD,Lewis Realtors,New - 3 hours ago,3,2.5,2093,sqft,"5314 P St, Washougal, WA 98671",Washougal, WA 98671
1003,345000,USD,Windermere Stellar,New - 6 hours ago,4,2.0,1301,sqft,"16019 NE 7th St, Vancouver, WA 98684",Vancouver, WA 98684
1004,299900,USD,Matin Real Estate,New - 20 hours ago,3,2.5,1506,sqft,"7607 NE 64th Cir, Vancouver, WA 98662",Vancouver, WA 98662
1005,425000,USD,Keller Williams Premier Partners,New - 9 hours ago,3,2.0,1904,sqft,"18011 NE 289th St, Battle Ground, WA 98604",Battle Ground, WA 98604
1006,359900,USD,Realty One Group Prestige,New - 15 hours ago,3,2.5,1632,sqft,"6007 NE 106th Way, Vancouver, WA 98686",Vancouver, WA 98686
1007,284999,USD,Century 21 Northwest Realty,New - 6 hours ago,4,2.5,1315,sqft,"10800 SE 17th Cir Apt G88, Vancouver, WA 98664",Vancouver, WA 98664
1008,450000,USD,Windermere Stellar,New - 3 hours ago,4,2.5,2426,sqft,"18605 SE 13th Cir, Vancouver, WA 98683",Vancouver, WA 98683
1009,269900,USD,Cano Real Estate LLC,New,2,1.0,696,sqft,"3117 E McLoughlin Blvd, Vancouver, WA 98661",Vancouver, WA 98661
1010,299995,USD,Re/Max Equity Group,New,3,2.0,1303,sqft,"5406 NE 79th Ave, Vancouver, WA 98662",Vancouver, WA 98662
1011,410500,USD,Century 21 Northwest,New - 15 hours ago,3,2.0,1847,sqft,"13318 NE 2nd Ct, Vancouver, WA 98685",Vancouver, WA 98685
1012,325000,USD,Coldwell Banker Bain of Vancouver West,New,3,2.0,1238,sqft,"3804 NE 146th Ave, Vancouver, WA 98682",Vancouver, WA 98682
1013,385000,USD,New Tradition Realty Inc,New - 19 hours ago,3,2.0,1682,sqft,"1604 NW 17th St, Battle Ground, WA 98604",Battle Ground, WA 98604
1014,479900,USD,Parker Brennan Real Estate,New - 15 hours ago,3,2.5,2541,sqft,"17708 NE 24th St, Vancouver, WA 98684",Vancouver, WA 98684
1015,549900,USD,Re/Max Equity Group,New - 16 hours ago,5,2.5,2726,sqft,"3806 SE 183rd Ct, Vancouver, WA 98683",Vancouver, WA 98683
1016,599900,USD,Coldwell Banker United Brokers,New,3,2.5,2385,sqft,"37417 NE 168th Ave, Yacolt, WA 98675",Yacolt, WA 98675
1017,365000,USD,Real Living The Real Estate Group,New - 24 mins ago,4,3.0,2145,sqft,"8900 NE 115th Ave, Vancouver, WA 98662",Vancouver, WA 98662
1018,545000,USD,Keller Williams Premier Partners,New,5,2.0,2012,sqft,"36718 NE Lakeview Dr, Yacolt, WA 98675",Yacolt, WA 98675
1019,274900,USD,Keller Williams Premier Partners,New - 23 hours ago,2,1.5,1012,sqft,"7405 NE 44th Way, Vancouver, WA 98662",Vancouver, WA 98662
1020,160000,USD,Knipe Realty Era Powered,New - 19 hours ago,1,1.0,670,sqft,"13216 NE Salmon Creek Ave Unit G5, Vancouver, WA 98686",Vancouver, WA 98686
1021,349922,USD,Real Living The Real Estate Group,New,3,2.0,1337,sqft,"10911 NE 51st Ct, Vancouver, WA 98686",Vancouver, WA 98686
1022,699900,USD,Windermere Stellar/Felida,New - 15 hours ago,5,3.5,3766,sqft,"5108 NW 140th St, Vancouver, WA 98685",Vancouver, WA 98685
1023,400000,USD,"Soldera Properties, Inc",New - 21 hours ago,3,2.0,2384,sqft,"23619 NE 132nd Ave, Battle Ground, WA 98604",Battle Ground, WA 98604
1024,450000,USD,"Soldera Properties, Inc",New - 21 hours ago,3,2.0,2214,sqft,"16010 NE 16th Cir, Vancouver, WA 98684",Vancouver, WA 98684
1025,750000,USD,Keller Williams Premier Partners,New,2,2.0,1200,sqft,"17110 NE 72nd Ave, Vancouver, WA 98686",Vancouver, WA 98686
1026,329000,USD,Living Room Realty,New - 21 hours ago,4,2.5,1952,sqft,"3505 SE 197th Ave, Camas, WA 98607",Camas, WA 98607
1027,400000,USD,Berkshire Hathaway HomeServices NW Real Estate,New - 22 hours ago,3,3.0,1920,sqft,"1341 NW Maple Ln, Camas, WA 98607",Camas, WA 98607
1028,389900,USD,Berkshire Hathaway HomeServices NW Real Estate,New - 23 hours ago,4,2.5,2434,sqft,"701 NW 27th Ave, Battle Ground, WA 98604",Battle Ground, WA 98604
1029,350000,USD,Keller Williams Premier Partners,New,3,2.5,1552,sqft,"17406 SE 21st Way, Vancouver, WA 98683",Vancouver, WA 98683
1030,319900,USD,Parker Brennan Real Estate,New,3,2.5,1778,sqft,"1701 N 23rd St, Washougal, WA 98671",Washougal, WA 98671
1031,312000,USD,eXp Realty LLC,New - 21 hours ago,3,2.5,1724,sqft,"7408 NE 62nd St, Vancouver, WA 98662",Vancouver, WA 98662
1032,389900,USD,Windermere Stellar,New,4,2.5,2006,sqft,"4017 NE 166th Ave, Vancouver, WA 98682",Vancouver, WA 98682
1033,435000,USD,MORE Realty Inc,New,4,3.0,2480,sqft,"10900 NE 105th St, Vancouver, WA 98662",Vancouver, WA 98662
1034,447900,USD,"Aho Construction I, Inc.",New,4,3.0,2740,sqft,"Hidden Crest Phase 3 13115 NE 61st Avenue, Vancouver, WA 98686",Vancouver, WA 98686
1035,469900,USD,List4flatfee.Com,New - 22 hours ago,4,2.0,2331,sqft,"16605 NE 97th St, Vancouver, WA 98682",Vancouver, WA 98682
1036,295000,USD,Realty One Group Cascadia,New,3,2.5,1643,sqft,"1324 NE 82nd Dr, Vancouver, WA 98665",Vancouver, WA 98665
1037,516900,USD,New Tradition Homes,New,4,2.5,3257,sqft,"Seven Wells Estates S. 45th Avenue and S. 15th Street in Ridgefield, WA, Ridgefield, WA 98642",Ridgefield, WA 98642
1038,426900,USD,New Tradition Homes,New,3,2.0,1750,sqft,"Whispering Pines 2700 NE 8th Ave, Battle Ground, WA, 98604, Battle Ground, WA 98604",Battle Ground, WA 98604
1039,408900,USD,New Tradition Homes,New,4,2.5,2000,sqft,"Whispering Pines 2700 NE 8th Ave, Battle Ground, WA, 98604, Battle Ground, WA 98604",Battle Ground, WA 98604
1040,484000,USD,Pacific Lifestyle Homes,New,3,2.5,2687,sqft,"Adam's Glen 16701 NE 88th St, Vancouver, WA 98682",Vancouver, WA 98682
1041,511900,USD,New Tradition Homes,New,3,2.5,2493,sqft,"Pleasant Hollow 5001 NE 130th Street, Vancouver, WA 98686",Vancouver, WA 98686
1042,369900,USD,Coldwell Banker Bain of Vancouver West,New,3,2.0,1456,sqft,"715 Dayton Ave, Vancouver, WA 98664",Vancouver, WA 98664
1043,225000,USD,William E. Johnson,New,2,2.0,1006,sqft,"5264 NE 121st Ave, Vancouver, WA 98682",Vancouver, WA 98682
1044,279900,USD,Keller Williams Premier Partners,New,2,1.0,925,sqft,"7215 NW 10th Ave, Vancouver, WA 98665",Vancouver, WA 98665
1045,399900,USD,Real Living The Real Estate Group,New,3,2.0,1174,sqft,"23902 NE 229th St, Battle Ground, WA 98604",Battle Ground, WA 98604
1046,419900,USD,"Maple Realty, Inc.",New,2,2.0,1201,sqft,"3211 F St, Vancouver, WA 98663",Vancouver, WA 98663
1047,319999,USD,Professional Realty Srvc Of Wa,New,3,2.0,1295,sqft,"710 NW 16th Ave, Battle Ground, WA 98604",Battle Ground, WA 98604
1048,250000,USD,RE/MAX Equity Group,New,2,2.5,1250,sqft,"8904 NE 15th Ave Unit D26, Vancouver, WA 98665",Vancouver, WA 98665
1049,489900,USD,LOGAN REALTY SERVICES LLC,New,4,3.0,2152,sqft,"1246 E 1st Ave, Camas, WA 98607",Camas, WA 98607
1050,350000,USD,Keller Williams Sunset Corridor,New,4,2.5,2130,sqft,"9308 NE 81st St, Vancouver, WA 98662",Vancouver, WA 98662
1051,359900,USD,Berkshire Hathaway HomeServices NW Real Estate,New,4,2.0,1560,sqft,"3410 V St, Vancouver, WA 98663",Vancouver, WA 98663
1052,440000,USD,Real Estate Perfromance Group LLC,New,3,2.0,1415,sqft,"19206 SE 9th Cir, Camas, WA 98607",Camas, WA 98607
1053,389000,USD,Better Properties Brokerage,New,3,2.0,1728,sqft,"18810 SE 14th Way, Vancouver, WA 98683",Vancouver, WA 98683
1054,415000,USD,Keller Williams Premier Partners,New,3,2.5,2146,sqft,"1248 S Quail Run Pl, Ridgefield, WA 98642",Ridgefield, WA 98642
1055,343500,USD,Realty One Group Cascadia,New,3,2.0,1386,sqft,"16300 NE 79th St, Vancouver, WA 98682",Vancouver, WA 98682
1056,315000,USD,"Change Realty, Llc",New,3,2.5,1585,sqft,"1119 SE 5th St, Battle Ground, WA 98604",Battle Ground, WA 98604
1057,249900,USD,Homesmart Realty Group,New,2,1.0,918,sqft,"14603 NE 20th Ave Unit A105, Vancouver, WA 98686",Vancouver, WA 98686
1058,440000,USD,Realty One Group Cascadia,New,3,2.0,1695,sqft,"2500 NE 84th Cir, Vancouver, WA 98665",Vancouver, WA 98665
1059,625000,USD,Redfin,New,4,3.5,3293,sqft,"2710 NE 167th Cir, Ridgefield, WA 98642",Ridgefield, WA 98642
1060,759900,USD,Windermere Stellar,New,4,4.0,4391,sqft,"547 NW View Ridge Way, Camas, WA 98607",Camas, WA 98607
1061,789000,USD,RE/MAX Equity Group,New,4,2.5,3480,sqft,"2360 NW 17th Ave, Camas, WA 98607",Camas, WA 98607
