,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State
183,275000,USD,RE/MAX PARKSIDE AFFILIATES,Old,2,2.5,1451,sqft,"5919 Colorado Ave SE, Lacey, WA 98513",Lacey, WA 98513
184,395000,USD,Abbey Realty Inc,Old,3,2.0,1516,sqft,"6208 Winnwood Loop SE, Olympia, WA 98513",Olympia, WA 98513
185,275000,USD,RE/MAX COUNTRY,Old,3,1.0,1008,sqft,"1432 Foxfire Dr SE, Olympia, WA 98513",Olympia, WA 98513
186,289900,USD,RE/MAX REALTY SOUTH,Old,3,2.5,1502,sqft,"9433 Prairie Wind St SE, Yelm, WA 98597",Yelm, WA 98597
187,334000,USD,HOMES &amp; EQUITY REAL ESTATE GRP,Old,4,2.5,2002,sqft,"5935 Colorado Ave SE, Lacey, WA 98513",Lacey, WA 98513
188,449900,USD,Better Properties Lacey,Old,3,2.5,2520,sqft,"3924 Campus Willows Loop NE, Lacey, WA 98516",Lacey, WA 98516
189,599950,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",Old,3,3.0,3400,sqft,"2010 Arab Dr SE, Tumwater, WA 98501",Tumwater, WA 98501
190,735000,USD,Greene Realty Group LLC,Old,3,2.0,1920,sqft,"13029 Marksman St SW, Olympia, WA 98512",Olympia, WA 98512
191,674900,USD,John L. Scott - Olympia,Old,4,2.5,2940,sqft,"8735 82nd Ln SE, Olympia, WA 98513",Olympia, WA 98513
192,355500,USD,Epic Realty,Old,3,2.5,1850,sqft,"1141 Fitz Hugh Dr SE, Lacey, WA 98513",Lacey, WA 98513
193,330000,USD,Northfork Realty,Old,3,2.0,1348,sqft,"5701 58th Ct SE, Lacey, WA 98513",Lacey, WA 98513
194,248999,USD,Adair Homes,Old,4,2.5,2830,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
195,434995,USD,DR Horton,Old,3,2.5,1983,sqft,"2952 Cassius St NE, Lacey, WA 98516",Lacey, WA 98516
196,425000,USD,John L. Scott - Lacey,Old,5,2.5,2629,sqft,"2742 Hidden Springs Loop SE, Lacey, WA 98503",Lacey, WA 98503
197,434995,USD,DR Horton,Old,3,2.5,1983,sqft,"2943 Anna St NE, Lacey, WA 98516",Lacey, WA 98516
198,474995,USD,DR Horton,Old,5,3.0,2668,sqft,"2916 Cassius St NE, Lacey, WA 98516",Lacey, WA 98516
199,378990,USD,Taylor Morrison,Old,2,2.0,1577,sqft,"Ovation at Oak Tree 8929 36th Ct SE, Lacey, WA 98513",Lacey, WA 98513
200,378990,USD,Taylor Morrison,Old,2,2.0,1648,sqft,"Ovation at Oak Tree 8929 36th Ct SE, Lacey, WA 98513",Lacey, WA 98513
201,554990,USD,Taylor Morrison,Old,3,2.5,2190,sqft,"Ovation at Oak Tree 8929 36th Ct SE, Lacey, WA 98513",Lacey, WA 98513
202,419990,USD,Taylor Morrison,Old,3,2.0,1749,sqft,"Ovation at Oak Tree 8929 36th Ct SE, Lacey, WA 98513",Lacey, WA 98513
203,510990,USD,Century Communities,Old,2,2.0,2175,sqft,"Eagles Bluff at Jubilee 5526 Waldron Drive NE, Lacey, WA 98516",Lacey, WA 98516
204,529990,USD,Taylor Morrison,Old,3,2.5,2015,sqft,"Ovation at Oak Tree 8929 36th Ct SE, Lacey, WA 98513",Lacey, WA 98513
205,434900,USD,Berkshire Hathaway Sound Rltrs,Old,3,2.0,1756,sqft,"1428 12th Ave SW, Olympia, WA 98502",Olympia, WA 98502
206,219000,USD,Better Properties North Proctor,Old,2,2.0,1232,sqft,"10116 Overlook Dr NW, Olympia, WA 98502",Olympia, WA 98502
207,199900,USD,Windermere Real Estate Yelm,Old,3,1.0,1125,sqft,"820 Tipsoo Loop S, Rainier, WA 98576",Rainier, WA 98576
208,204900,USD,Berkshire Hathaway Sound Rltrs,Old,3,2.0,1964,sqft,"2609 114th Way SW, Olympia, WA 98512",Olympia, WA 98512
209,279500,USD,Dream Weavers Real Estate,Old,2,2.0,1560,sqft,"8010 Trout Ct SE, Tenino, WA 98589",Tenino, WA 98589
210,225000,USD,Keller Williams South Sound,Old,3,2.0,1620,sqft,"3504 Lakecrest St SE, Lacey, WA 98503",Lacey, WA 98503
211,35000,USD,Wise Realty Inc.,Old,1,1.0,792,sqft,"921 Bowker St SE, Lacey, WA 98503",Lacey, WA 98503
212,425000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,3,2.0,1745,sqft,"7025 Cooper Point Rd NW Unit 4, Olympia, WA 98502",Olympia, WA 98502
213,213999,USD,Adair Homes,Old,5,2.5,2512,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
214,325000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,2,1.0,720,sqft,"1249 Summit Lake Shore Rd NW, Olympia, WA 98502",Olympia, WA 98502
215,335000,USD,Century 21 Northwest Realty,Old,3,2.5,2054,sqft,"4340 Freemont St NE, Lacey, WA 98516",Lacey, WA 98516
216,324500,USD,Berkshire Hathaway Sound Rltrs,Old,3,2.0,1260,sqft,"1522 Mapleridge Dr NE, Olympia, WA 98506",Olympia, WA 98506
217,338000,USD,GATEWAY REAL ESTATE,Old,3,2.5,1832,sqft,"8211 Westcott Ln SE, Olympia, WA 98501",Olympia, WA 98501
218,246499,USD,Adair Homes,Old,3,2.5,2541,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
219,226999,USD,Adair Homes,Old,4,2.5,2659,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
220,445000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,4,3.0,2136,sqft,"5324 133rd Ave SW, Rochester, WA 98579",Rochester, WA 98579
221,349000,USD,"VAN DORM REALTY, INC",Old,3,2.5,2024,sqft,"8424 16th Ave SW, Olympia, WA 98513",Olympia, WA 98513
222,217999,USD,Adair Homes,Old,4,3.0,2449,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
223,374900,USD,Berkshire Hathaway Sound Rltrs,Old,2,1.0,1066,sqft,"1619 10th Ave SW, Olympia, WA 98502",Olympia, WA 98502
224,409900,USD,Greene Realty Group LLC,Old,4,2.5,2248,sqft,"5917 Braywood Ln SE, Olympia, WA 98513",Olympia, WA 98513
225,534900,USD,"City Realty, Inc.",Old,4,2.0,1920,sqft,"5405 Lemon Rd NE, Olympia, WA 98506",Olympia, WA 98506
226,340000,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,3,2.0,1364,sqft,"18131 Case Rd SW, Rochester, WA 98579",Rochester, WA 98579
227,199499,USD,Adair Homes,Old,4,2.5,2432,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
228,369500,USD,Epic Realty,Old,3,2.0,1720,sqft,"3623 Kings Way SE, Olympia, WA 98501",Olympia, WA 98501
229,514900,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,2,2.0,2003,sqft,"4818 Spokane St NE, Lacey, WA 98516",Lacey, WA 98516
230,649900,USD,Windermere Real Estate Olympia,Old,4,3.5,3226,sqft,"6646 Prairie Ridge Dr NE, Olympia, WA 98516",Olympia, WA 98516
231,990000,USD,Keller Williams South Sound,Old,4,3.5,4276,sqft,"1804 Yelm Hwy SE, Olympia, WA 98501",Olympia, WA 98501
232,308700,USD,Greene Realty Group LLC,Old,3,2.0,1464,sqft,"6000 Thornbury Pl SE, Lacey, WA 98513",Lacey, WA 98513
233,280000,USD,Real Property Associates,Old,3,2.0,1507,sqft,"6607 Steamer Dr SE, Lacey, WA 98513",Lacey, WA 98513
234,225499,USD,Adair Homes,Old,3,1.5,2424,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512
235,325000,USD,"VAN DORM REALTY, INC",Old,3,2.0,1552,sqft,"8840 Daffodil Ln SE, Olympia, WA 98513",Olympia, WA 98513
236,359950,USD,Realty One Group Prestige,Old,3,2.0,1822,sqft,"6221 Neylon Dr SW, Olympia, WA 98512",Olympia, WA 98512
237,849900,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,3,3.5,3524,sqft,"4343 17th Ave NW, Olympia, WA 98502",Olympia, WA 98502
238,465000,USD,"RE/MAX Northwest Realtors - Tacoma, WA",Old,3,2.0,2164,sqft,"8604 McKenny Ln SW, Olympia, WA 98512",Olympia, WA 98512
239,750000,USD,Fairway Real Estate,Old,3,2.0,1860,sqft,"11744 Vail Cut off Rd SE, Rainier, WA 98576",Rainier, WA 98576
240,665000,USD,Sound Advantage Realty,Old,4,2.5,2600,sqft,"2303 Westlake Dr SE, Lacey, WA 98503",Lacey, WA 98503
241,334900,USD,John L. Scott - Lacey,Old,3,2.5,1910,sqft,"5239 Balustrade Blvd SE, Lacey, WA 98513",Lacey, WA 98513
242,509000,USD,Northwest Home Team Realty,Old,3,2.5,2070,sqft,"10707 Tempo Lake Dr SE, Olympia, WA 98513",Olympia, WA 98513
243,739995,USD,"Skyline Properties, Inc.",Old,4,3.5,3330,sqft,"4246 Bogey Dr NE, Lacey, WA 98516",Lacey, WA 98516
244,509000,USD,Morrison House Sotheby's International Realty,Old,4,2.0,2509,sqft,"1305 Ebb Tide Ter NW, Olympia, WA 98502",Olympia, WA 98502
245,450000,USD,Greene Realty Group LLC,Old,2,2.0,1726,sqft,"4225 Vashon Dr NE, Lacey, WA 98516",Lacey, WA 98516
246,399950,USD,Better Properties Hometown,Old,5,3.0,2481,sqft,"2454 Charter Ln SW, Tumwater, WA 98512",Tumwater, WA 98512
247,750000,USD,Allison James Estates &amp; Homes,Old,4,2.5,3377,sqft,"5013 Laura St SE, East Olympia, WA 98501",East Olympia, WA 98501
248,525000,USD,Virgil Adams Real Estate,Old,3,2.0,2469,sqft,"8311 Summerwood Dr SE, Olympia, WA 98513",Olympia, WA 98513
249,469000,USD,Kelly Right Real Estate Seattle,Old,3,2.5,2472,sqft,"3168 Vista Verde Ln SW, Tumwater, WA 98512",Tumwater, WA 98512
250,389950,USD,"Coldwell Banker Evergreen Olympic Realty, Inc",Old,3,2.5,1951,sqft,"6235 Patio St SW Lot 11, Tumwater, WA 98512",Tumwater, WA 98512
251,425000,USD,Keller Williams South Sound,Old,3,2.0,1642,sqft,"8420 183rd Ave SW, Rochester, WA 98579",Rochester, WA 98579
252,474995,USD,DR Horton,Old,5,3.0,2506,sqft,"6830 Sweetgum Ave NE, Lacey, WA 98516",Lacey, WA 98516
253,479995,USD,DR Horton,Old,5,3.0,2506,sqft,"2913 Cassius St NE, Lacey, WA 98516",Lacey, WA 98516
254,569900,USD,Blue Summit Realty LLC,Old,5,4.0,2860,sqft,"4524 5th Ave NW, Olympia, WA 98502",Olympia, WA 98502
255,455900,USD,John L. Scott - Olympia,Old,3,2.0,1677,sqft,"2215 Village St NE, Olympia, WA 98506",Olympia, WA 98506
256,430000,USD,Windermere Vashon,New - 7 hours ago,3,2.0,1500,sqft,"11922 SW Cove Rd, Vashon, WA 98070",Vashon, WA 98070
257,438000,USD,Best Choice Realty LLC,New - 7 hours ago,3,2.0,1830,sqft,"3500 S 369th Pl, Auburn, WA 98001",Auburn, WA 98001
258,385000,USD,Keller Williams Realty Puget Sound,New - 7 hours ago,3,2.0,1090,sqft,"28029 231st Pl SE, Maple Valley, WA 98038",Maple Valley, WA 98038
259,329900,USD,Berkshire Hathaway HS NW,New - 7 hours ago,3,2.0,1180,sqft,"35505 28th Ave S, Federal Way, WA 98003",Federal Way, WA 98003
260,524997,USD,Dimension Properties,New - 6 hours ago,3,2.0,2210,sqft,"37429 26th Dr S, Federal Way, WA 98003",Federal Way, WA 98003
261,449950,USD,JOHN L. SCOTT REAL ESTATE - KENT,New - 7 hours ago,3,2.0,1440,sqft,"14738 SE 244th St, Kent, WA 98042",Kent, WA 98042
262,429000,USD,John L. Scott Mill Creek,New - 7 hours ago,3,1.0,1120,sqft,"7631 S 134th St, Seattle, WA 98178",Seattle, WA 98178
263,362500,USD,John L. Scott - Des Moines,New - 7 hours ago,3,1.0,1480,sqft,"20226 2nd Ave S, Des Moines, WA 98198",Des Moines, WA 98198
264,330000,USD,JOHN L. SCOTT REAL ESTATE - KENT,New - 7 hours ago,3,1.0,1102,sqft,"26441 189th Ave SE, Covington, WA 98042",Covington, WA 98042
265,476000,USD,KELLER WILLIAMS West Sound,New - 7 hours ago,3,2.5,1940,sqft,"37463 18th Ave S, Federal Way, WA 98003",Federal Way, WA 98003
266,405000,USD,John L. Scott - Enumclaw,New - 7 hours ago,4,2.0,1700,sqft,"326 Jewell St, Enumclaw, WA 98022",Enumclaw, WA 98022
267,397990,USD,JOHN L. SCOTT REAL ESTATE - KENT,New - 7 hours ago,4,3.0,1660,sqft,"32234 16th Ave SW, Federal Way, WA 98023",Federal Way, WA 98023
268,509950,USD,John L. Scott Everett,New - 6 hours ago,2,1.0,1010,sqft,"4065 26th Ave SW, Seattle, WA 98106",Seattle, WA 98106
269,499000,USD,John L. Scott - Des Moines,New - 7 hours ago,4,2.0,2530,sqft,"14610 46th Ave S, Tukwila, WA 98168",Tukwila, WA 98168
270,775000,USD,Real Property Associates,New - 7 hours ago,4,2.0,2450,sqft,"24807 SE Mirrormont Pl, Issaquah, WA 98027",Issaquah, WA 98027
271,425000,USD,JOHN L. SCOTT REAL ESTATE,New - 7 hours ago,4,2.0,1276,sqft,"30206 11th Pl S, Federal Way, WA 98003",Federal Way, WA 98003
272,224950,USD,Keller Williams Greater Seattle,New - 6 hours ago,3,2.0,1072,sqft,"1808 S 118th St Unit 304, Seattle, WA 98168",Seattle, WA 98168
273,286000,USD,John L. Scott - Des Moines,New - 7 hours ago,2,1.5,1076,sqft,"321 SW 112th St Unit B208, Seattle, WA 98146",Seattle, WA 98146
274,420000,USD,Keller Williams Rlty Bellevue,New - 7 hours ago,3,1.5,1170,sqft,"14352 Stone Ave N, Seattle, WA 98133",Seattle, WA 98133
275,600000,USD,Realogics Sotheby's International Realty,New - 7 hours ago,4,3.0,2550,sqft,"15427 SE 182nd St, Renton, WA 98058",Renton, WA 98058
276,525000,USD,Keller Williams Realty Bothell,New - 7 hours ago,3,1.0,1560,sqft,"12732 25th Ave NE, Seattle, WA 98125",Seattle, WA 98125
277,564950,USD,John L. Scott Westwood,New - 7 hours ago,3,2.5,1800,sqft,"1025 S 196th St, Des Moines, WA 98148",Des Moines, WA 98148
278,695000,USD,"TEC Real Estate, Inc.",New - 6 hours ago,3,2.0,1400,sqft,"12016 NE 145th St, Kirkland, WA 98034",Kirkland, WA 98034
279,185000,USD,Infinity Real Estate,New - 6 hours ago,2,1.5,1188,sqft,"814 Pike St NE Apt D9, Auburn, WA 98002",Auburn, WA 98002
280,599000,USD,Realogics Sotheby's Int'l - Seattle Office,New - 7 hours ago,2,1.0,1470,sqft,"1811 N 44th St, Seattle, WA 98103",Seattle, WA 98103
281,284950,USD,"Dove Realty, Inc.",New - 7 hours ago,2,2.0,993,sqft,"23310 59th Pl S Unit 15-6, Kent, WA 98032",Kent, WA 98032
282,815000,USD,Compass Washington,New - 7 hours ago,4,2.0,1870,sqft,"20507 NE 3rd St, Sammamish, WA 98074",Sammamish, WA 98074
283,895000,USD,The Cascade Team Real Estate,New - 7 hours ago,4,2.5,2390,sqft,"3001 164th Pl NE, Bellevue, WA 98008",Bellevue, WA 98008
284,299000,USD,John L. Scott - Renton,New - 7 hours ago,2,2.0,842,sqft,"1150 N 198th St Unit C202, Shoreline, WA 98133",Shoreline, WA 98133
285,209950,USD,"Skyline Properties, Inc.",New - 7 hours ago,1,1.0,703,sqft,"25004 Lake Fenwick Rd Unit 33, Kent, WA 98032",Kent, WA 98032
286,649000,USD,RSVP Real Estate,New - 7 hours ago,3,2.0,1200,sqft,"10224 36th Ave SW, Seattle, WA 98146",Seattle, WA 98146
287,774950,USD,JOHN L. SCOTT REAL ESTATE - BELLEVUE,New - 7 hours ago,5,3.0,3070,sqft,"6205 NE 4th Ct, Renton, WA 98059",Renton, WA 98059
288,600000,USD,Windermere Real Estate/East,New - 7 hours ago,2,2.0,1603,sqft,"113 Cougar Ridge Rd NW, Issaquah, WA 98027",Issaquah, WA 98027
289,325000,USD,Keller Williams Rlty Bellevue,New - 6 hours ago,1,1.0,570,sqft,"6960 California Ave SW Apt A109, Seattle, WA 98136",Seattle, WA 98136
290,969000,USD,Sterling Johnston Real Estate,New - 6 hours ago,3,2.0,1670,sqft,"3924 Interlake Ave N, Seattle, WA 98103",Seattle, WA 98103
291,948500,USD,John L. Scott - Kent North,New - 7 hours ago,3,2.0,1680,sqft,"12408 SE 4th Pl, Bellevue, WA 98005",Bellevue, WA 98005
292,274950,USD,JOHN L. SCOTT REAL ESTATE - KENT,New - 7 hours ago,1,1.0,653,sqft,"3022 SW Bradford St Apt 104, Seattle, WA 98126",Seattle, WA 98126
293,950000,USD,Windermere Real Estate/East,New - 7 hours ago,5,2.5,2260,sqft,"15831 SE 13th St, Bellevue, WA 98008",Bellevue, WA 98008
294,1200000,USD,Windermere Real Estate/East,New - 7 hours ago,4,3.0,2881,sqft,"2173 NW Stoney Creek Dr, Issaquah, WA 98027",Issaquah, WA 98027
295,739000,USD,Sterling Johnston Real Estate,New - 7 hours ago,4,2.0,1710,sqft,"13805 NE 70th Pl, Redmond, WA 98052",Redmond, WA 98052
296,1300000,USD,Keller Williams Rlty Bellevue,New - 7 hours ago,3,2.5,2850,sqft,"5054 Pullman Ave NE, Seattle, WA 98105",Seattle, WA 98105
297,833000,USD,Windermere R.E.N.W. Mt.Baker,New - 7 hours ago,4,3.5,2141,sqft,"2348 28th Ave S, Seattle, WA 98144",Seattle, WA 98144
298,619000,USD,The Irwin Group,New - 7 hours ago,2,2.0,1144,sqft,"10203 47th Ave SW Apt C14, Seattle, WA 98146",Seattle, WA 98146
299,675000,USD,RE/MAX Elite,New - 7 hours ago,1,1.5,903,sqft,"225 4th Ave Apt A408, Kirkland, WA 98033",Kirkland, WA 98033
300,1795000,USD,Keller Williams Seattle Metro,New - 7 hours ago,4,3.0,3530,sqft,"2316 Boyer Ave E, Seattle, WA 98112",Seattle, WA 98112
301,659950,USD,The Cascade Team Real Estate,New - 7 hours ago,2,2.0,988,sqft,"2201 3rd Ave Apt 1204, Seattle, WA 98121",Seattle, WA 98121
302,700000,USD,John L. Scott - Seattle Center,New - 7 hours ago,3,2.0,1618,sqft,"4505 40th Ave SW Apt D, Seattle, WA 98116",Seattle, WA 98116
303,1550000,USD,Compass Washington,New - 7 hours ago,4,3.0,3160,sqft,"4020 91st Ave SE, Mercer Island, WA 98040",Mercer Island, WA 98040
304,798000,USD,Realogics Sotheby's International Realty,New - 7 hours ago,2,2.0,1059,sqft,"6533 Seaview Ave NW Apt 407A, Seattle, WA 98117",Seattle, WA 98117
305,918000,USD,JOHN L. SCOTT REAL ESTATE - University Village,New - 7 hours ago,1,1.0,657,sqft,"1808 Minor Ave Unit 3006, Seattle, WA 98101",Seattle, WA 98101
306,699950,USD,Alchemy Real Estate,New - 7 hours ago,2,2.0,1103,sqft,"443 NE 73rd St, Seattle, WA 98115",Seattle, WA 98115
307,599950,USD,Alchemy Real Estate,New - 7 hours ago,2,2.0,1467,sqft,"3062 SW Avalon Way, Seattle, WA 98126",Seattle, WA 98126
308,405000,USD,Keller Williams Rlty Bellevue,New - 7 hours ago,3,2.0,1500,sqft,"28925 4th Pl S, Des Moines, WA 98198",Des Moines, WA 98198
309,330000,USD,Windermere Real Estate Central,New - 7 hours ago,2,1.0,780,sqft,"7029 S 127th St, Seattle, WA 98178",Seattle, WA 98178
310,399950,USD,Windermere RE South Inc,New - 7 hours ago,4,2.0,2400,sqft,"1017 S 208th St, Des Moines, WA 98198",Des Moines, WA 98198
311,375000,USD,RE/MAX Choice Executives,New - 7 hours ago,3,1.5,1160,sqft,"18036 SE 262nd Pl, Covington, WA 98042",Covington, WA 98042
312,345000,USD,Keller Williams Rlty Bellevue,New - 7 hours ago,3,1.5,1150,sqft,"3046 15th St SE, Auburn, WA 98092",Auburn, WA 98092
313,374950,USD,JOHN L. SCOTT REAL ESTATE - KENT,New - 7 hours ago,4,2.0,1380,sqft,"19311 SE 243rd Pl, Covington, WA 98042",Covington, WA 98042
314,449950,USD,The Amber Bills Group,New - 7 hours ago,3,2.0,1600,sqft,"19044 SE 161st St, Renton, WA 98058",Renton, WA 98058
315,380000,USD,Sterling Johnston Real Estate,New - 7 hours ago,3,2.0,1580,sqft,"2604 SW 320th Pl, Federal Way, WA 98023",Federal Way, WA 98023
316,380000,USD,The Dawn Rushton Real Estate Group,New - 7 hours ago,3,1.0,990,sqft,"20111 130th Ave SE, Kent, WA 98031",Kent, WA 98031
317,995000,USD,Windermere RE/Maple Valley,New - 7 hours ago,5,4.0,5170,sqft,"22303 238th Pl SE, Maple Valley, WA 98038",Maple Valley, WA 98038
318,499000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New - 7 hours ago,3,3.0,2368,sqft,"9741 26th Ave SW Unit 603, Seattle, WA 98106",Seattle, WA 98106
319,499000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New - 7 hours ago,3,3.0,2368,sqft,"9741 26th Ave SW, Seattle, WA 98106",Seattle, WA 98106
320,259900,USD,John L. Scott - Kent North,New - 7 hours ago,2,2.0,945,sqft,"15150 140th Way SE Unit S304, Renton, WA 98058",Renton, WA 98058
321,569900,USD,John L. Scott - Kent North,New - 7 hours ago,4,3.0,2370,sqft,"13220 SE 188th Pl, Renton, WA 98058",Renton, WA 98058
322,409900,USD,The Agency Northwest,New - 7 hours ago,3,2.0,1117,sqft,"1698 25th Pl NE Unit 104, Issaquah, WA 98029",Issaquah, WA 98029
323,495000,USD,Windermere Real Estate/East,New - 7 hours ago,2,1.0,810,sqft,"14350 35th Ave NE, Seattle, WA 98125",Seattle, WA 98125
324,850000,USD,Windermere Real Estate,New - 7 hours ago,3,2.0,2740,sqft,"7506 S Ryan St, Seattle, WA 98178",Seattle, WA 98178
325,820000,USD,Marketplace Sotheby's International Realty,New - 7 hours ago,4,2.0,1720,sqft,"16622 SE 10th St, Bellevue, WA 98008",Bellevue, WA 98008
326,385000,USD,Keller Williams Downtown Sea,New - 7 hours ago,1,1.0,635,sqft,"66 Bell St Unit A32, Seattle, WA 98121",Seattle, WA 98121
327,525000,USD,Century 21 WP &amp; Associates,New - 7 hours ago,3,2.0,1250,sqft,"5433 30th Ave SW, Seattle, WA 98126",Seattle, WA 98126
328,785000,USD,RE/MAX METRO REALTY,New - 7 hours ago,3,2.5,2430,sqft,"34809 SE Burrows Way, Snoqualmie, WA 98065",Snoqualmie, WA 98065
329,500000,USD,Keller Williams Greater Seattle,New - 7 hours ago,2,2.0,1430,sqft,"552 S Cloverdale St Unit E, Seattle, WA 98108",Seattle, WA 98108
330,469950,USD,"RE/MAX Northwest Realtors - Seattle, WA",New - 7 hours ago,2,2.0,1136,sqft,"7410 Newcastle Golf Club Rd Unit 6K, Newcastle, WA 98059",Newcastle, WA 98059
331,659000,USD,Keller Williams Greater Seattle,New - 7 hours ago,3,2.5,1635,sqft,"1410 NW 202nd Ln, Shoreline, WA 98177",Shoreline, WA 98177
332,899900,USD,Horizon Real Estate,New - 7 hours ago,3,2.0,1840,sqft,"7550 33rd Ave NE, Seattle, WA 98115",Seattle, WA 98115
333,425000,USD,Keller Williams Greater Seattle,New - 7 hours ago,1,1.0,600,sqft,"1200 Boylston Ave Apt 401, Seattle, WA 98101",Seattle, WA 98101
334,995000,USD,Windermere Real Estate Co.,New - 7 hours ago,3,2.0,1930,sqft,"6511 4th Ave NW, Seattle, WA 98117",Seattle, WA 98117
335,1725000,USD,Windermere Real Estate/East,New - 7 hours ago,6,5.0,4625,sqft,"5390 Col De Vars Pl NW, Issaquah, WA 98027",Issaquah, WA 98027
336,639000,USD,Home Team Real Estate,New - 7 hours ago,2,2.0,1550,sqft,"22912 NE 132nd Pl, Redmond, WA 98053",Redmond, WA 98053
337,725000,USD,Windermere R.E. Wall St. Inc.,New - 7 hours ago,3,2.5,1680,sqft,"10031 37th Ave SW, Seattle, WA 98146",Seattle, WA 98146
338,399000,USD,Trells Vine Real Estate,New - 7 hours ago,2,2.0,906,sqft,"11307 NE 128th St Apt G104, Kirkland, WA 98034",Kirkland, WA 98034
339,250000,USD,RE/MAX METRO REALTY,New - 7 hours ago,1,1.0,690,sqft,"750 N 143rd St Unit 217, Seattle, WA 98133",Seattle, WA 98133
340,1050000,USD,Compass Washington,New - 7 hours ago,3,2.0,2106,sqft,"6040 27th Ave NE, Seattle, WA 98115",Seattle, WA 98115
341,899000,USD,Kelly Right Real Estate Seattle,New - 7 hours ago,3,2.0,1720,sqft,"2061 NE 73rd St, Seattle, WA 98115",Seattle, WA 98115
342,995000,USD,Coldwell Banker Bain of Kent Station,New - 7 hours ago,4,2.5,1800,sqft,"8028 17th Ave NW, Seattle, WA 98117",Seattle, WA 98117
343,1300000,USD,Windermere Real Estate Co.,New - 7 hours ago,3,3.0,2050,sqft,"1652 21st Ave E, Seattle, WA 98112",Seattle, WA 98112
344,828000,USD,"Skyline Properties, Inc.",New - 7 hours ago,2,2.0,1153,sqft,"200 NE 99th Ave Unit 15, Bellevue, WA 98004",Bellevue, WA 98004
345,629000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New - 7 hours ago,3,2.5,1248,sqft,"908 NW 85th St, Seattle, WA 98117",Seattle, WA 98117
346,1250000,USD,Realogics Sotheby's Int'l - Seattle Office,New - 7 hours ago,3,1.0,2410,sqft,"4760 47th Ave NE, Seattle, WA 98105",Seattle, WA 98105
347,265000,USD,Compass Washington,New - 7 hours ago,1,1.0,454,sqft,"1729 12th Ave S Apt 106, Seattle, WA 98144",Seattle, WA 98144
348,675000,USD,RSVP Real Estate,New - 7 hours ago,4,2.0,1940,sqft,"10033 41st Ave SW, Seattle, WA 98146",Seattle, WA 98146
349,500000,USD,Windermere - Seattle-Northgate,New - 7 hours ago,2,1.5,940,sqft,"1400 Taylor Ave N Apt 205, Seattle, WA 98109",Seattle, WA 98109
350,1100000,USD,Coldwell Banker Bain of Kirkland,New - 7 hours ago,3,3.0,2003,sqft,"750 State St S Apt E, Kirkland, WA 98033",Kirkland, WA 98033
351,690000,USD,Windermere RE Greenwood,New - 7 hours ago,3,2.5,1206,sqft,"5511 28th Ave NW Unit A, Seattle, WA 98107",Seattle, WA 98107
352,470000,USD,Columbia Partners Real Estate,New - 7 hours ago,2,1.5,1048,sqft,"13832 NE 66th St Apt 596, Redmond, WA 98052",Redmond, WA 98052
353,845000,USD,Coldwell Banker Bain of Mercer Island,New - 7 hours ago,3,2.0,1801,sqft,"2416 E Yesler Way, Seattle, WA 98122",Seattle, WA 98122
